,Imóvel,Bairro,Metragem (m^2),Quartos,Banheiros,Vagas,Condominio
4168,"  Apartamento com 3 Quartos à Venda, 150m²  ",Lar São Paulo, 150 , 3 , 4 , 3 ,1120
4169,"  Apartamento com 2 Quartos à Venda, 105m²  ",Paraíso, 105 , 2 , 2 , 2 ,1362
4170,"  Apartamento com 3 Quartos à Venda, 170m²  ",Móoca, 170 , 3 , 3 , 3 ,1000
4171,"  Casa com 4 Quartos à Venda, 125m²  ",Vila Nova Mazzei, 125 , 4 , 3 , 3 ,0
4172,"  Apartamento com 3 Quartos à Venda, 77m²  ",Vila Carrão, 77 , 3 , 2 , 2 ,716
4173,"  Apartamento com 3 Quartos à Venda, 78m²  ",Jaguaré, 78 , 3 , 2 , 1 ,600
4174,"  Casa com 2 Quartos à Venda, 165m²  ",Conjunto Residencial Santa Terezinha, 165 , 2 , 3 , 2 ,0
4175,"  Casa com 3 Quartos à Venda, 280m²  ",Jardim França, 280 , 3 , 5 , 4 ,0
4176,"  Apartamento com 3 Quartos à Venda, 82m²  ",Vila Sônia, 82 , 3 , 2 , 2 ,600
4177,  Just  ,Bela Vista, 60-71 , 2 , 2 , 1-2 ,0
4178,"  Casa de condomínio com 3 Quartos à Venda, 193m²  ",Tatuapé, 193 , 3 , 4 , 2 ,200
4179,"  Apartamento com 2 Quartos à Venda, 118m²  ",Pinheiros, 118 , 2 , 3 , 2 ,1150000
4180,"  Casa com 4 Quartos à Venda, 252m²  ",Jardim Alvorada, 252 , 4 , 5 , 2 ,0
4181,"  Apartamento com  Quarto à Venda, 69m²  ",Brooklin, 69 , 1 , 2 , 1 ,850
4182,"  Apartamento com 3 Quartos à Venda, 117m²  ",Brooklin, 117 , 3 , 4 , 2 ,1500
4183,"  Apartamento com 2 Quartos à Venda, 38m²  ",Santana, 38 , 2 , 1 , -- ,300
4184,  BELLA VISTA PAULICEIA  ,Bela Vista, 48 , 2 , 1 , -- ,0
4185,"  Casa com 4 Quartos à Venda, 290m²  ",Vila Cleonice, 290 , 4 , 3 , 4 ,0
4186,"  Apartamento com 2 Quartos à Venda, 153m²  ",Campo Belo, 153 , 2 , 3 , 2 ,1200
4187,"  Casa de condomínio com 3 Quartos à Venda, 350m²  ",Santo Amaro, 350 , 3 , 4 , 3 ,2500
4188,"  Apartamento com 3 Quartos à Venda, 69m²  ",Jardim Prudência, 69 , 3 , 2 , 1 ,700
4189,"  Apartamento com 3 Quartos à Venda, 78m²  ",Parque da Vila Prudente, 78 , 3 , 2 , 1 ,680
4190,"  Apartamento com 3 Quartos à Venda, 83m²  ",Jardim Brasil, 83 , 3 , 2 , 1 ,927
4191,  Bella Vista Pauliceia  ,Bela Vista, 39-107 , 1-2 , 1 , 1 ,0
4192,"  Apartamento com 2 Quartos à Venda, 68m²  ",Vila Matilde, 68 , 2 , 1 , 1 ,580
4193,"  Apartamento com 3 Quartos à Venda, 87m²  ",Vila Uberabinha, 87 , 3 , 3 , 1 ,1038
4194,"  Apartamento com 2 Quartos à Venda, 65m²  ",Panamby, 65 , 2 , 2 , 2 ,700
4195,"  Apartamento com  Quarto à Venda, 33m²  ",Vila Buarque, 33 , 1 , 1 , -- ,480
4196,"  Casa de condomínio com 3 Quartos à Venda, 136m²  ",Horto do Ipê, 136 , 3 , 3 , 2 ,636
4197,"  Apartamento com  Quarto à Venda, 20m²  ",Penha, 20 , 1 , 1 , -- ,94
4198,"  Apartamento com 3 Quartos à Venda, 88m²  ",Imirim, 88 , 3 , 2 , 2 ,700
4199,"  Apartamento com 2 Quartos à Venda, 81m²  ",Vila Mariana, 81 , 2 , 2 , 1 ,760
4200,"  Casa de condomínio com 3 Quartos à Venda, 132m²  ",Vila Araguaia, 132 , 3 , 2 , 2 ,190
4201,"  Flat com  Quarto à Venda, 33m²  ",Santana, 33 , 1 , 1 , 1 ,384
4202,"  Apartamento com 2 Quartos à Venda, 64m²  ",Tatuapé, 64 , 2 , 2 , 1 ,630
4203,"  Apartamento com 4 Quartos à Venda, 120m²  ",Tatuapé, 120 , 4 , 3 , 4 ,1400
4204,"  Apartamento com 2 Quartos à Venda, 136m²  ",Brooklin, 136 , 2 , 3 , 2 ,1100
4205,"  Apartamento com 2 Quartos à Venda, 44m²  ",Vila Prudente, 44 , 2 , 1 , -- ,207
4206,"  Apartamento com 3 Quartos à Venda, 123m²  ",Vila Mascote, 123 , 3 , 3 , 2 ,1610
4207,"  Apartamento com 3 Quartos à Venda, 150m²  ",Lar São Paulo, 150 , 3 , 4 , 3 ,1120
4208,"  Apartamento com 2 Quartos à Venda, 105m²  ",Paraíso, 105 , 2 , 2 , 2 ,1362
4209,"  Apartamento com 3 Quartos à Venda, 170m²  ",Móoca, 170 , 3 , 3 , 3 ,1000
4210,"  Casa com 4 Quartos à Venda, 125m²  ",Vila Nova Mazzei, 125 , 4 , 3 , 3 ,0
4211,"  Apartamento com 3 Quartos à Venda, 77m²  ",Vila Carrão, 77 , 3 , 2 , 2 ,716
4212,"  Apartamento com 3 Quartos à Venda, 82m²  ",Vila Sônia, 82 , 3 , 2 , 2 ,600
4213,  Just  ,Bela Vista, 60-71 , 2 , 2 , 1-2 ,0
4214,"  Casa de condomínio com 3 Quartos à Venda, 193m²  ",Tatuapé, 193 , 3 , 4 , 2 ,200
4215,"  Apartamento com 2 Quartos à Venda, 118m²  ",Pinheiros, 118 , 2 , 3 , 2 ,1150000
4216,"  Casa com 4 Quartos à Venda, 252m²  ",Jardim Alvorada, 252 , 4 , 5 , 2 ,0
4217,"  Apartamento com  Quarto à Venda, 69m²  ",Brooklin, 69 , 1 , 2 , 1 ,850
4218,"  Apartamento com 3 Quartos à Venda, 117m²  ",Brooklin, 117 , 3 , 4 , 2 ,1500
4219,"  Apartamento com 2 Quartos à Venda, 38m²  ",Santana, 38 , 2 , 1 , -- ,300
4220,  BELLA VISTA PAULICEIA  ,Bela Vista, 48 , 2 , 1 , -- ,0
4221,"  Apartamento com 2 Quartos à Venda, 153m²  ",Campo Belo, 153 , 2 , 3 , 2 ,1200
4222,"  Casa de condomínio com 3 Quartos à Venda, 350m²  ",Santo Amaro, 350 , 3 , 4 , 3 ,2500
4223,"  Apartamento com 3 Quartos à Venda, 69m²  ",Jardim Prudência, 69 , 3 , 2 , 1 ,700
4224,"  Apartamento com 3 Quartos à Venda, 78m²  ",Parque da Vila Prudente, 78 , 3 , 2 , 1 ,680
4225,"  Apartamento com 3 Quartos à Venda, 83m²  ",Jardim Brasil, 83 , 3 , 2 , 1 ,927
4226,"  Apartamento com 2 Quartos à Venda, 68m²  ",Vila Matilde, 68 , 2 , 1 , 1 ,580
4227,  Bella Vista Pauliceia  ,Bela Vista, 39-107 , 1-2 , 1 , 1 ,0
4228,"  Apartamento com 3 Quartos à Venda, 87m²  ",Vila Uberabinha, 87 , 3 , 3 , 1 ,1038
4229,"  Apartamento com 2 Quartos à Venda, 65m²  ",Panamby, 65 , 2 , 2 , 2 ,700
4230,"  Apartamento com  Quarto à Venda, 33m²  ",Vila Buarque, 33 , 1 , 1 , -- ,480
4231,"  Casa de condomínio com 3 Quartos à Venda, 136m²  ",Horto do Ipê, 136 , 3 , 3 , 2 ,636
4232,"  Apartamento com  Quarto à Venda, 20m²  ",Penha, 20 , 1 , 1 , -- ,94
4233,"  Apartamento com 3 Quartos à Venda, 88m²  ",Imirim, 88 , 3 , 2 , 2 ,700
4234,"  Apartamento com 2 Quartos à Venda, 81m²  ",Vila Mariana, 81 , 2 , 2 , 1 ,760
4235,"  Casa de condomínio com 3 Quartos à Venda, 132m²  ",Vila Araguaia, 132 , 3 , 2 , 2 ,190
4236,"  Flat com  Quarto à Venda, 33m²  ",Santana, 33 , 1 , 1 , 1 ,384
4237,"  Apartamento com 2 Quartos à Venda, 64m²  ",Tatuapé, 64 , 2 , 2 , 1 ,630
4238,"  Apartamento com 4 Quartos à Venda, 120m²  ",Tatuapé, 120 , 4 , 3 , 4 ,1400
4239,"  Apartamento com 2 Quartos à Venda, 136m²  ",Brooklin, 136 , 2 , 3 , 2 ,1100
4240,"  Apartamento com 2 Quartos à Venda, 44m²  ",Vila Prudente, 44 , 2 , 1 , -- ,207
4241,"  Apartamento com 3 Quartos à Venda, 123m²  ",Vila Mascote, 123 , 3 , 3 , 2 ,1610
4242,"  Apartamento com 3 Quartos à Venda, 150m²  ",Lar São Paulo, 150 , 3 , 4 , 3 ,1120
4243,"  Apartamento com 2 Quartos à Venda, 105m²  ",Paraíso, 105 , 2 , 2 , 2 ,1362
4244,"  Apartamento com 3 Quartos à Venda, 170m²  ",Móoca, 170 , 3 , 3 , 3 ,1000
4245,"  Casa com 4 Quartos à Venda, 125m²  ",Vila Nova Mazzei, 125 , 4 , 3 , 3 ,0
4246,"  Apartamento com 3 Quartos à Venda, 77m²  ",Vila Carrão, 77 , 3 , 2 , 2 ,716
4247,"  Apartamento com 3 Quartos à Venda, 78m²  ",Jaguaré, 78 , 3 , 2 , 1 ,600
4248,"  Apartamento com 3 Quartos à Venda, 82m²  ",Vila Sônia, 82 , 3 , 2 , 2 ,600
4249,  Just  ,Bela Vista, 60-71 , 2 , 2 , 1-2 ,0
4250,"  Casa de condomínio com 3 Quartos à Venda, 193m²  ",Tatuapé, 193 , 3 , 4 , 2 ,200
4251,"  Apartamento com 2 Quartos à Venda, 118m²  ",Pinheiros, 118 , 2 , 3 , 2 ,1150000
4252,"  Casa com 4 Quartos à Venda, 252m²  ",Jardim Alvorada, 252 , 4 , 5 , 2 ,0
4253,"  Apartamento com  Quarto à Venda, 69m²  ",Brooklin, 69 , 1 , 2 , 1 ,850
4254,"  Apartamento com 3 Quartos à Venda, 117m²  ",Brooklin, 117 , 3 , 4 , 2 ,1500
4255,"  Apartamento com 2 Quartos à Venda, 38m²  ",Santana, 38 , 2 , 1 , -- ,300
4256,  BELLA VISTA PAULICEIA  ,Bela Vista, 48 , 2 , 1 , -- ,0
4257,"  Casa com 4 Quartos à Venda, 290m²  ",Vila Cleonice, 290 , 4 , 3 , 4 ,0
4258,"  Apartamento com 2 Quartos à Venda, 153m²  ",Campo Belo, 153 , 2 , 3 , 2 ,1200
4259,"  Casa de condomínio com 3 Quartos à Venda, 350m²  ",Santo Amaro, 350 , 3 , 4 , 3 ,2500
4260,"  Apartamento com 3 Quartos à Venda, 69m²  ",Jardim Prudência, 69 , 3 , 2 , 1 ,700
4261,"  Apartamento com 3 Quartos à Venda, 78m²  ",Parque da Vila Prudente, 78 , 3 , 2 , 1 ,680
4262,"  Apartamento com 3 Quartos à Venda, 83m²  ",Jardim Brasil, 83 , 3 , 2 , 1 ,927
4263,  Bella Vista Pauliceia  ,Bela Vista, 39-107 , 1-2 , 1 , 1 ,0
4264,"  Apartamento com 2 Quartos à Venda, 68m²  ",Vila Matilde, 68 , 2 , 1 , 1 ,580
